labels,clean_text_g
0,101434682585913978 101434682585913978258871803613978 4682139781397818036628 101437410 1803613173135314821222021039131732412117492 24121 6285859148215859 7410180361680324121585910772 4682139781397818036 101437410 4682741013173131736282220258876175741014821 
1,617558591397816803 1353180361317358591397816803 7410180361680324121585910772 24121 24121585910772 258871680324121168031463958591397816803 101434682585913978 24121 24121101434682585913978258871803613978 74101803613978107721482110772222016803 617558592412125887135358592588716803 14821741013173168036175 131731077258596175741025887135316803 24121 24121 4682139781397818036 101437410 61752103921039 14639248481482111275266325887 
0,18036468213173 62818036168032412113978 6175741013978 13978107721482116803 6281397813531317311275 1803614639741013978168031077224121 10143585961756175 770716803139785859 1014358591397816803241211077224121 24121 2412113978741013173585911275 7410180361680324121585910772 1463916803617516803585962816803 101434682585913978258871803613978 585962824848 26631353168036281397810772741024121 770716803139785859 1014358591397816803241211077224121 6175617514821 61751680358591463924121 13978741074106175 107722412110143146391680313173107727707617516803 168031610116803146391127574102412116803 13173168031482158592412113173 628741010143146395859139781077210143 1482116803139784682741013173 1077224121210397410146391482158591397810772741024121 14821168032412113978741014639 4682139781397818036 101437410 17492101436282103910143266348862484877077707 
1,24121168034886 101434682585913978258871803613978 7410180361680324121585910772 258871680324121168031463958591397816803 1077213173168035859 174921077214821107724682168032412113173146391077221056 24121 24121488616803 6175107721610116803 168032105610143107721397816803 13978107721482116803 24121 241214682139781397818036628 101437410 17492174926282220210391353468224848161011353 4682139781397818036 101437410 62821056180364886628222011275 
1,24121168034886 101434682585913978258871803613978 488610772617513173 107722412110143146391680313173107727707617516803 1014374102412116101168031463962858591397810772741024121 1317358591397858597707585962816803 13978146391077225887258871680314639 1482158592484816803 62813531463916803 1610110772168034886 488646827410617516803 62810143146391680316803241216284682741013978 26631353107721397816803 617574102412125887 4682139781397818036628 101437410 21039 17492266324848148212412110143210392663 
0,7410180361680324121 585910772 24121168034886 101434682585913978258871803613978 
1,101434682585913978258871803613978 1014374101353617513173 258877410741013173 13173168037707135325887 101437410148211803658592412110772741024121 168032105618036617558591077224121 7707135325887 210391077221056 168032105618036617558591077224121 210391077221056 4682139781397818036 101437410 21056 24121 1803616101266317492 
0,146391680358596175107721397811275 628468274104886 25887135311275 1014374102412116101168031463962858591397810772741024121 488616803585914639 168035859146391803610772168031014316803 21039168031680313173 6175107722412116803 24121101434682585913978258871803613978 24121 24121107721317324848 10143585961756175 6281397874101014346825859628139781077210143 1803658591463914639741013978 62874101482116803139784682107722412125887 
0,628107721482118036617516803 18036146397410148211803613978 135362816803 101434682585913978258871803613978 101437410617561755859770774101463958591397816803 6281397874101463911275 24121 24121 61751680313978 488614639107721397816803 628101431077216803241211014316803 2103910772101431397810772741024121 6281397874101463911275 13978741025887168031397846821680314639 585962824848 107722412118036135313978 101434682585914639585910143139781680314639 180366175741013978 168031397810143 4682139781397818036 101437410 146396175 2663468221056146392663 
2,101434682585913978258871803613978 180361463916803139781397811275 258877410741013173 4682139781397818036 101437410 13173585922201353 46821803677071463924848 
1,266313531680362813978 258871680313978 101434682585913978258871803613978 58592412162848861680314639 628107721482118036617516803 26631353168036281397810772741024121 10772241211014374101463914639168031014313978617511275 62813531014310143168031680313173 4682139781397818036628 101437410 13978180366287707210564886 74102412124848 
2,101434682585913978258871803613978 258871803613978 61751680313978 628585911275 258871803613978 24121168034886 131731077258596175741025887135316803 74101803613978107721482110772222016803 617558592412125887135358592588716803 14821741013173168036175 101437410241211397858591077224121 6175741013978 6285859210391680325887135358591463913173 58591610174101077213173 210395859617562816803 1077224121210397410146391482158591397810772741024121 10143617558591077214821 1463916803139781463910772168031610158596175 1014374101482118036741024121168032412113978 1463916803617516803585962816803 1317316803148217410 468216803617518036 7410180361680324121585910772 1077214821180361463974101610116803 168032412117492741011275 4682139781397818036 101437410 46822103914639 148212220248485859 
2,628139781077261756175 488674101463924848 7707135324121101434682 139784682107722412125887 468216803617518036 62813537707148211077213978 21039168031680313173770758591014324848 258871463916803585913978 1353628168032103913536175 13978741074106175 585962824848 26631353168036281397810772741024121 58591482118036 1077214821180361463974101610116803 1353241211317316803146396281397858592412113173 24121 2412110772 1463916803148215859146392484858597707617511275 18036146391077216101107726175168032588716803 4886741014639617513173 1014361755859628628 1014374106175617516803585925887135316803 628139781077261756175 101434682585913978258871803613978 107722412110143146391680313173107727707617511275 1353628168032103913536175 4682139781397818036 101437410 10143628161015859 4682585958592588721039 
0,101434682585913978258871803613978 5859101431397810772741024121 4682139781397818036 101437410 1353741074101353 1397813978 
1,7410180361680324121585910772 101434682585913978258871803613978 74101803613978107721482110772222016803 617558592412125887135358592588716803 14821741013173168036175 131731077258596175741025887135316803 4682139781397818036628 101437410 241211077221039 1397816101 2484821039 
0,101434682585913978258871803613978 101434682585913978 14821741013173168036175 7410180361680324121585910772 7707585962816803 258871803613978 146391680321039107722412116803 131731077258596175741025887 4682139781397818036628 101437410 148212663 6175266314639 21039 4682139781397818036 101437410 1680314639210391077214821112757707131736175628 
1,101434682585913978258871803613978 585925887146391680316803628 24121168031680313173 1397816803101434682 61751077213978168031463958591014311275 4682139781397818036 101437410 1397821039 148212588716803 
0,468214821148211482114821148211482114821 101434682585913978258871803613978 5859241211127548864682168031463916803 5859241211127513978107721482116803 1317316803617510772161011680314639 628168032412113978107721680324121 5859135313173107727410 617558591397816803 4682585910143248485859139784682741024121 4682139781397818036 101437410 58596281127574105859 21039 
0,101434682585913978258871803613978 258871803613978 1014346825859139787707741013978 7410180361680324121585910772 139781680362813978 241214682139781397818036628 101437410 1014310143468248867410139782220131731463921039 2412162813537707148211077213978139781680313173 1353 148211353101434682 6281353101431014316803628628 6175107722412124848 1014374101482114821168032412113978 4682139781397818036628 101437410 62877071127574104682131731317310772161015859 
2,101434682585913978258871803613978 585948861680362874101482116803 24121 241217707135313978 585961756287410 628139781077261756175 25887107721610116803 628139781463958591077225887468213978 10772241211014374101463914639168031014313978 58592412162848861680314639 4682139781397818036628 101437410 11275139782588724121488626632103918036468218036 4682139781397818036 101437410 18036107724886 13978135313978131731482124121 
