Sentiment,clean_text_fn
1,13978146395859241216285859101431397810772741024121 58592588714639168031680314821168032412113978 14821168031397862858596175107721077213978139787410 18036135314639101434682585962816803 1482116803139786285859 770774101397824121107725859 628468258591463916803 13531803614821 146391680358596175 
0,770714639107721397858591077224121 210391397862816803 21039585961756175 770758591014324848 585962846821397816803585913173 1014374101482114821741013173107721397811275 18036146391680362862813531463916803 
1,6285859617516803 628168031803618036585961755859 1317310772148211077224121107726284682 180361680314639 10143168032412113978 
2,770777071463911275 77071127516803 77071127516803 6285859148211482111275 468216803617561757410 77077707 628741013532412113173 6175107722484816803 6281680316803 2588714639168031680324121 139787410148217410146391463974104886 
0,10143585918036585910143107721397811275 10143135313978 1803658596286281680324121258871680314639 61757410585913173 2103958591014313978741014639 1803616803146391014316803241211397858592588716803 180367410107722412113978 
1,146397410101432484848861680361756175 101437410617561751077224121628 180361463974101610110772131731680314639 2103961751077225887468213978 13173168031014324848 10143585977071077224121 1077224121210397410146391482158591397810772741024121 148215859241215859258871680314821168032412113978 6287410617513531397810772741024121 77071353628107722412116803628628 58591077214639101431463958592103913978 7410180361680314639585913978741014639 
1,2103961757410741014639 585914639168035859 1127561751077274101803610772628139787410241211463910772241212412116803 1803614639741017492168031014313978 6282663 7707135310772617513173107722412125887 25887146397410628628 585914639168035859 1397874101397858596175 6282663 1397874101397858596175 21039585910143107726175107721397811275 61751680313978 
2,2412121039617521056 161011077262810772741024121 628468274101463913978 13978168031463914821 1014374102412162874106175107721317358591397810772741024121 148217410161011680314821168032412113978 468210772258874682 4682139781397818036 6281397824848628 101437410 17492 13531353 
2,1397846821680374101317374106287410180367410135361757410628 628585911275 13978168036175617558597707628 1014374101353617513173 1610158596175135316803 24121741024848107725859 6281077216803148211680324121628 2412174101463913978168036175 25887107721610116803 617516803585913173 62813531803618036617511275 628139785859139781353628 161011680314639107722220741024121 5859617574102412125887 468210772258874682 258871463974104886139784682 180361463974101317313531014313978 
1,1014313531463914639168032412113978 180367410628107721397810772741024121 148215859241211397811275 488674101463924848 62810772241211014316803 
2,24121168034886 18036146397410131731353101431397810772741024121 18036617558592412113978 101437410148211803658592412111275 488674101353617513173 1077224121101431463916803585962816803 10143585918036585910143107721397811275 14821168031680313978 168032105618036168031014313978 1077224121101431463916803585962816803 13173168031482158592412113173 488674101353617513173 1077214821180361463974101610116803 135362816803 1463958594886 1482158591397816803146391077258596175 1397846821680314639168032103974101463916803 1077224121101431463916803585962816803 18036146397410131731353101431397810772741024121 1803614639741021039107721397858597707107726175107721397811275 
0,585924121585961751127562813978 1610110772168034886 5859628139781463958592220168032412116803101435859 628468258591463916803 6281680316803 146391680310143168032412113978 1610174106175585913978107726175107721397811275 
1,1680358591463924121107722412125887628 180361680314639 628468258591463916803 1680318036628 1317314639741018036 16803135314639 16803135314639 
1,13978146395859241216285859101431397810772741024121 139781077224848248481353146391077261755859 1803674104886131731680314639 101437410585913978107722412125887 1463916803617558591397816803 741018036168031463958591397810772741024121 101437410148211803658592412111275 628585911275 
1,58591463914821 46827410617513173107722412125887 18036617510143 1317374101482110772241217410 1803610772222022205859 25887146397410135318036 18036617510143 58596287410628 18036617510143 14821135362813978 258871463974104886139784682 6281397874101014324848 
2,18036168035859146396175 180366175585922205859 6175617510143 174927410107722412113978 1610116803241211397813531463916803 6281463916101 6284682585924121258874682585910772 107722412113173135362813978146391077258596175 107722412116101168036281397814821168032412113978 46827410617513173107722412125887 101437410 61751397813173 1014374102412110143617513531317316803 107722412116101168036281397814821168032412113978 1317316803101431077262810772741024121 1014374102412162813978146391353101431397810772741024121 21039107721463962813978 180364682585962816803 628468274101803618036107722412125887 101431680324121139781680314639 6285859107722412113978 1803616803139781680314639628770713531463925887 146391353628628107725859 
1,1482116803585962813531463916803 14639168036281353617513978 1317316803101431463916803585962816803 13173168031482158592412113173 139781680310143468224121107721014358596175 1317316803628107722588724121 180361463974101317313531014313978 1077224121210397410146391482158591397810772741024121 
2,21039107722412124121107726284682 210391077224121585924121101431077258596175 25887146397410135318036 58592484813978107725859 14639168031803674101463913978 7410180361680314639585913978107722412125887 18036146397410210391077213978 16803135314639 1482124121 17492585924121135358591463911275 628168031803613978168031482177071680314639 16803135314639 1482124121 1014374101463914639168036281803674102412113173 18036168031463910772741013173 
0,248481680311275 1803614639107721014316803 4886585913978101434682 2412121039617521056 180361463916803161011077274101353628 13173741013537707617516803 13978741018036 146391680317492168031014313978 4682139781397818036 6281397824848628 101437410 628107721127524121 
1,21039107722412124121107726284682 2588761755859628628 1397816803101434682241217410617574102588711275 101437410148211803658592412111275 258876175585962813978741024121 74101127517492 5859770718036 241211680313978 18036146397410210391077213978 1317316803101431463916803585962816803 14821617524121 168031353146397410 14821617524121 21039107721463962813978 24121107722412116803 14821741024121139784682 14821617524121 168031353146397410 14821617524121 18036168031463910772741013173 
0,10143107721397811275 6281803610772146391077213978 628107722412124848 1317310772585925887168037410 1014374101482116803 628468274101463913978 6285859617516803 6286175107721317316803 
1,7410180361680314639585913978107722412125887 61757410628628 1077224121101431463916803585962816803 16803135314639 1482124121 61757410628628 16803135314639 1482124121 
1,5859617516803210565859241211317314639107725859 161015859 1749213532412116803 14821107721014346825859168036175 25887 4886107726175617510772585914821628 24121168034886770713531463911275 1803658591463924848 10143585961751077221039 131731680316101168036175741018036 241211680313978488674101463924848 131731680316101107721014316803 
2,741061751610110772 18036741062813978 628139781463974102412125887 6281680313978 21039107722588713531463916803 21039107721463962813978 6281077221056 14821741024121139784682 1127516803585914639 
0,6281397858592412110143468258591463913978 146397707628 628139781463913532588725887617516803 770758592412124848 168032412125887617558592412113173 628139781463916803628628 139781680362813978 
2,770716803258871077224121 1127516803585914639 4886585914639139786281077261755859 628168031014313531463916803 741014639131731680314639 1317316803617510772161011680314639 210397410135314639 258875859628 210391353168036175 1482158591077224121 168032412125887107722412116803 18036146397410180361353617562810772741024121 1482158591014346821077224121168031463911275 1610116803628628168036175 
0,17492585924121135358591463911275 24121741016101168031482177071680314639 25887146397410135318036 6285859617516803 1397874101397858596175 16803135314639 1482124121 1317314639741018036 18036168031463910772741013173 
2,25887617558592105674106281482110772139784682248486175107722412116803 13978585914639258871680313978 258871463974104886139784682 585910143146397410628628 1353241211077213978 6281014314639585918036 16101107721077216101 10772180367410 
0,7707468218036 770710772617561751077213978741024121 628468258591463916803 1803614639107721014316803 77071463958592220107726175 628135316803 628585914821585914639101437410 21304 770724121 
1,1014374101482116803 10143741014821180366175168031397816803 61751014313173 1397874101353101434682 6281014314639168031680324121 62811275628139781680314821 62816803617516803101431397810772741024121 1014346827410741062816803 21039135324121101431397810772741024121 1803614639107721014316803 6281397858591463913978 585914639741013532412113173 18036741013532412113173 1482158591463924848 
1,1463916803161011680324121135316803 26631353585914639139781680314639 210391680361756175 18036168031463910143168032412113978 168031353146397410 7707107726175617510772741024121 101437410148211803658591463916803 1127516803585914639 168035859146396175107721680314639 
1,6281803661751077213978 101437410148211803658592412111275 488674101353617513173 62816803146391077216803628 628468258591463916803 62816803146391077216803628 24848 628468258591463916803 
1,617516803 1014374102663 6281803616803101431077258596175 131731680316101168036175741018036 77071077210143168032412113978168032412158591463911275 101437410148211803658592412111275 139781463958591317316803 1482158591463924848 7707146391680348861680314639 628585911275 
1,585914639101431680361757410146391482110772139781397858596175 101434682107721680321039 16803210561680310143135313978107721610116803 7410210392103910772101431680314639 617558592484862846821482110772 1482110772139781397858596175 58596175146391680358591317311275 10143135313978 741013531397818036135313978 210391353146392412158591014316803 
1,7410180361680314639585913978107722412125887 18036146397410210391077213978 210391680361756175 16803135314639 1482124121 16803135314639 1482124121 
1,77071463910772131732588716803 1803658591463913978 4682107722588746824886585911275 13173168031610116803617574101803614821168032412113978 1803614639741017492168031014313978 
2,2484816803628248487410 585925887146397410 61751077216803139781353161015859 585925887146391077210143135361751397813531463958596175 1482158591014346821077224121168031463911275 258871463958591077224121 13978146395859131731680314639 58592412174101397846821680314639 14821168031482177071680314639 2484816803628248487410 25887146397410135318036 77077410741062813978 6285859617516803 18036168031463910143168032412113978 14821107726175617510772741024121 168031353146397410 16101585913978 10772241211014361751353628107721610116803 
0,5859131731803624121168034886628 131731680310143 21039107722412124121107726284682 101431353139786175168031463911275 468258592412113173 13978741074106175 148215859248481680314639 210391077262824848585914639628 74101127517492 5859770718036 4682168036175 21039107726285859 628585911275 13978741013173585911275 1482158592484816803 1463916803131731353241211317358592412113978 1397874101397858596175 74102103921039107721014316803 148215859241215859258871680314821168032412113978 6281397858592103921039 14821168031482177071680314639 6281353770762810772131731077258591463911275 10772107721397813978585961755859 25887146397410135318036 61751397813173 
1,1482116803139786287410 210397410135324121131731463911275 1749211275161015859628248481127561755859 741011275 131731077262810143741024121139781077224121135316803 18036146397410131731353101431397810772741024121 6175107722412116803 628168031803613978168031482177071680314639 
1,6285859617516803 1803614639107721014316803 1317310772628101436175741062816803 
2,468216803617562810772241212484810772 58592103921056 1463916803139785859107726175 4886468274106175168036285859617516803 25887146397410135318036 2484816803628248487410 146391680318036741014639139781680313173 241211680313978 6285859617516803 14821617524121 16803135314639 2103916803770714639135358591463911275 1077224121101431463916803585962816803 180361014313978 1127516803585914639 1127516803585914639 
1,2103916803770714639135358591463911275 24121168034886 488674101463913173 1077213173168032412113978107721397811275 13173741010143135314821168032412113978 58591014313978 1482158592484816803 148217410770710772617516803 1077213173 6281397858591397816803 585918036180361463974101610116803 168036175168031014313978146397410241211077210143 13173741010143135314821168032412113978 2103916803770714639135358591463911275 62813978 1680324121139781680314639 210397410146391014316803 
0,585924121139781397810772 74101463924848741061755859 1803614639168036281077213173168032412113978 24848168031482110772146395859 258871463974104886468274104886 107722412113173135362813978146391077258596175 6287410617513531397810772741024121 1353241211077213978 139781680361756175 139784682741014821628741024121 210391077224121585924121101431077258596175 24121168034886628 101437410148211803658592412111275 18036135313978 7410180361680324121 14821107722412116803 1803614639107721014316803 180364682741062818036468258591397816803 26631353107721397816803 1317316803180361463916803628628 617574102412125887 13978107721482116803 
1,5859617574102412116803 
0,2103916803770714639135358591463911275 210391077224121617558592412113173 7707585962816803 6281397816803168036175 148215859248481680314639 14639585913531397858591463913531353248482484810772 74101127517492 4682168036175 14639139781463924848628 1463913531353248482484810772 628585911275 13978741013173585911275 62861751077218036 61755859146392588716803 1680321056180361680310143139781680313173 18036146391680313978585921056 61757410628628 16803135314639 210397410135314639139784682 26631353585914639139781680314639 1127516803585914639 168035859146396175107721680314639 18036146397410210391077213978 16803135314639 
1,6285859617516803 62858591610110143741014639 2103958591014316803 1014316803241211014374101463918036 14639168036281353617513978 18036146397410210391077213978 61757410628628 112751680313978 131731680313978168031463914821107722412116803 7410488616803 2103958591014313978741014639 107722412110143617513531317316803 1610158596175135358591397810772741024121 101437410241216281077213173168031463958591397810772741024121 628468258591463916803 14639168031014316803107721610116803 180361463916803161015859107726175107722412125887 16803210561014346825859241212588716803 1463958591397816803 
